A/meuse/geom,A/meuse/gid,A/meuse/cadmium,A/meuse/soil,A/meuse/om,A/meuse/lead,A/meuse/copper
0101000020E61000000000000070DA054100000000004052C0,87,2.800000000000000,1,10.699999999999999,216.000000000000000,36.000000000000000
0101000020E61000000000000048D8054100000000008050C0,88,2.400000000000000,1,9.400000000000000,145.000000000000000,41.000000000000000
0101000020E610000000000000D8D5054100000000000031C0,89,2.600000000000000,1,9.000000000000000,163.000000000000000,33.000000000000000
0101000020E61000000000000098D305410000000000003440,90,1.800000000000000,1,7.000000000000000,129.000000000000000,27.000000000000000
0101000020E610000000000000A8DA05410000000000003940,91,2.000000000000000,1,6.500000000000000,148.000000000000000,38.000000000000000
0101000020E61000000000000068CD05410000000000804440,92,2.700000000000000,1,9.400000000000000,214.000000000000000,37.000000000000000
0101000020E61000000000000068D005410000000000002E40,93,2.700000000000000,1,10.199999999999999,226.000000000000000,34.000000000000000
0101000020E610000000000000D8EA05410000000000005540,94,0.900000000000000,1,6.400000000000000,54.000000000000000,19.000000000000000
0101000020E61000000000000028E305410000000000804640,95,0.900000000000000,1,7.600000000000000,70.000000000000000,22.000000000000000
0101000020E61000000000000068E605410000000000C053C0,96,0.400000000000000,1,7.000000000000000,73.000000000000000,26.000000000000000
0101000020E61000000000000030E8054100000000000054C0,97,0.800000000000000,1,5.600000000000000,87.000000000000000,25.000000000000000
0101000020E610000000000000E8E205410000000000003EC0,98,0.400000000000000,1,6.500000000000000,76.000000000000000,22.000000000000000
0101000020E61000000000000060DF054100000000004055C0,99,0.400000000000000,1,6.600000000000000,81.000000000000000,24.000000000000000
0101000020E61000000000000030E005410000000000805340,100,0.400000000000000,1,5.900000000000000,68.000000000000000,18.000000000000000
0101000020E61000000000000010ED054100000000000037C0,101,0.800000000000000,1,6.500000000000000,66.000000000000000,23.000000000000000
0101000020E61000000000000030F2054100000000000046C0,102,0.400000000000000,1,6.400000000000000,49.000000000000000,22.000000000000000
0101000020E61000000000000060F805410000000000003340,103,0.400000000000000,2,7.200000000000000,63.000000000000000,23.000000000000000
0101000020E61000000000000018FB054100000000000030C0,104,0.400000000000000,3,6.600000000000000,48.000000000000000,23.000000000000000
0101000020E61000000000000010FE054100000000008045C0,105,0.200000000000000,2,4.300000000000000,51.000000000000000,23.000000000000000
0101000020E6100000000000001807064100000000008041C0,106,0.200000000000000,3,5.300000000000000,50.000000000000000,18.000000000000000
0101000020E6100000000000004003064100000000000018C0,107,0.400000000000000,3,4.100000000000000,39.000000000000000,20.000000000000000
0101000020E610000000000000A001064100000000000047C0,108,0.200000000000000,3,6.100000000000000,48.000000000000000,22.000000000000000
0101000020E61000000000000090FC05410000000000804640,109,0.200000000000000,3,7.500000000000000,64.000000000000000,27.000000000000000
0101000020E61000000000000048F5054100000000000022C0,110,0.400000000000000,3,8.800000000000001,84.000000000000000,25.000000000000000
0101000020E610000000000000F0F1054100000000008041C0,111,0.200000000000000,3,5.700000000000000,67.000000000000000,30.000000000000000
0101000020E61000000000000048EE05410000000000004240,112,0.200000000000000,3,6.100000000000000,49.000000000000000,23.000000000000000
0101000020E61000000000000098F0054100000000008040C0,113,0.200000000000000,3,7.100000000000000,48.000000000000000,24.000000000000000
0101000020E61000000000000028F005410000000000804040,114,0.200000000000000,2,4.100000000000000,56.000000000000000,21.000000000000000
0101000020E610000000000000B0E705410000000000804740,115,0.200000000000000,1,6.000000000000000,65.000000000000000,24.000000000000000
0101000020E61000000000000020EA054100000000000020C0,116,0.200000000000000,1,6.600000000000000,84.000000000000000,21.000000000000000
0101000020E610000000000000E0ED05410000000000002E40,117,0.200000000000000,1,6.800000000000000,75.000000000000000,23.000000000000000
0101000020E6100000000000000803064100000000008043C0,118,3.700000000000000,2,9.100000000000000,250.000000000000000,53.000000000000000
0101000020E61000000000000010FE054100000000000054C0,119,0.200000000000000,2,5.900000000000000,81.000000000000000,33.000000000000000
0101000020E610000000000000E8F905410000000000004BC0,120,0.200000000000000,2,4.900000000000000,72.000000000000000,22.000000000000000
0101000020E610000000000000A8F205410000000000003740,121,0.200000000000000,1,7.100000000000000,86.000000000000000,23.000000000000000
0101000020E610000000000000D0ED05410000000000005540,122,0.200000000000000,1,8.100000000000000,94.000000000000000,25.000000000000000
0101000020E61000000000000048F405410000000000004440,123,1.200000000000000,1,8.300000000000001,244.000000000000000,30.000000000000000
0101000020E6100000000000004801064100000000008054C0,124,2.400000000000000,1,10.000000000000000,297.000000000000000,47.000000000000000
0101000020E61000000000000058FC054100000000000036C0,125,0.200000000000000,1,5.900000000000000,96.000000000000000,31.000000000000000
0101000020E610000000000000700706410000000000003340,126,0.200000000000000,2,5.000000000000000,56.000000000000000,20.000000000000000
0101000020E610000000000000F00706410000000000405440,127,0.200000000000000,2,4.500000000000000,49.000000000000000,16.000000000000000
0101000020E610000000000000D803064100000000000032C0,128,0.200000000000000,2,5.400000000000000,50.000000000000000,17.000000000000000
0101000020E610000000000000F01306410000000000003CC0,129,0.400000000000000,1,2.300000000000000,148.000000000000000,26.000000000000000
0101000020E610000000000000E00E06410000000000004340,130,1.600000000000000,1,7.500000000000000,162.000000000000000,34.000000000000000
0101000020E61000000000000048FF05410000000000004FC0,131,0.800000000000000,3,4.600000000000000,37.000000000000000,18.000000000000000
0101000020E61000000000000068FE054100000000008042C0,132,1.200000000000000,2,5.800000000000000,80.000000000000000,23.000000000000000
0101000020E610000000000000D81506410000000000804040,133,0.200000000000000,1,4.400000000000000,80.000000000000000,20.000000000000000
0101000020E610000000000000980706410000000000003540,134,0.200000000000000,2,4.400000000000000,49.000000000000000,14.000000000000000
0101000020E61000000000000068F605410000000000003840,135,0.800000000000000,2,4.500000000000000,42.000000000000000,46.000000000000000
0101000020E61000000000000070F305410000000000004A40,136,1.000000000000000,2,5.200000000000000,48.000000000000000,29.000000000000000
0101000020E610000000000000B8F8054100000000000040C0,137,0.800000000000000,3,4.600000000000000,41.000000000000000,19.000000000000000
0101000020E61000000000000080DD05410000000000804240,138,1.200000000000000,1,6.900000000000000,73.000000000000000,31.000000000000000
0101000020E610000000000000D0DA05410000000000804040,139,2.000000000000000,1,7.000000000000000,146.000000000000000,27.000000000000000
0101000020E61000000000000068DC05410000000000001C40,140,1.500000000000000,1,5.400000000000000,95.000000000000000,29.000000000000000
0101000020E61000000000000020E105410000000000405240,141,1.100000000000000,1,6.200000000000000,72.000000000000000,22.000000000000000
0101000020E61000000000000000E805410000000000C05340,142,0.800000000000000,1,5.000000000000000,51.000000000000000,20.000000000000000
0101000020E610000000000000F0EA05410000000000004B40,143,0.800000000000000,1,5.100000000000000,54.000000000000000,20.000000000000000
0101000020E610000000000000A8E7054100000000004054C0,144,2.100000000000000,1,8.100000000000000,136.000000000000000,29.000000000000000
0101000020E61000000000000048E405410000000000C05440,145,2.500000000000000,1,8.000000000000000,170.000000000000000,38.000000000000000
0101000020E61000000000000068E105410000000000C054C0,146,3.800000000000000,1,8.800000000000001,179.000000000000000,39.000000000000000
0101000020E61000000000000080DA05410000000000005040,147,3.200000000000000,1,9.300000000000001,200.000000000000000,35.000000000000000
0101000020E61000000000000010D3054100000000000041C0,148,3.100000000000000,1,8.400000000000000,258.000000000000000,42.000000000000000
0101000020E610000000000000F8DD05410000000000004740,149,1.500000000000000,1,7.700000000000000,93.000000000000000,24.000000000000000
0101000020E610000000000000B0DA05410000000000005340,150,1.200000000000000,1,5.700000000000000,68.000000000000000,20.000000000000000
0101000020E61000000000000080DF054100000000000008C0,151,0.800000000000000,1,4.700000000000000,49.000000000000000,20.000000000000000
0101000020E61000000000000068DC05410000000000004DC0,152,3.100000000000000,1,9.100000000000000,173.000000000000000,39.000000000000000
0101000020E610000000000000D8D505410000000000C05240,153,2.100000000000000,1,6.500000000000000,119.000000000000000,31.000000000000000
0101000020E61000000000000050E805410000000000804DC0,154,0.800000000000000,1,5.700000000000000,51.000000000000000,21.000000000000000
0101000020E610000000000000980C06410000000000804640,155,2.700000000000000,3,5.500000000000000,124.000000000000000,27.000000000000000
0101000020E610000000000000401906410000000000001440,500,1.800000000000000,1,9.000000000000000,97.000000000000000,25.000000000000000
