B/meuse/dist.m,B/meuse/geom,B/meuse/gid,B/meuse/elev,B/meuse/lime,B/meuse/dist,B/meuse/landuse,B/meuse/ffreq,B/meuse/zinc
530.000000000000000,0101000020E610000000000000008050C000000000203F1441,120,9.573000000000000,0,0.461900000000000,Aa,2,198.000000000000000
240.000000000000000,0101000020E610000000000000000049C0000000003C421441,121,9.555000000000000,0,0.222701000000000,W,2,139.000000000000000
70.000000000000000,0101000020E61000000000000000C054C000000000CC421441,122,8.779000000000000,1,0.103024000000000,Tv,2,253.000000000000000
70.000000000000000,0101000020E6100000000000000000144000000000B8451441,123,8.539999999999999,0,0.092135300000000,Fw,2,703.000000000000000
60.000000000000000,0101000020E610000000000000004051400000000024481441,124,8.808999999999999,0,0.048488400000000,Ah,2,832.000000000000000
190.000000000000000,0101000020E610000000000000008041400000000014451441,125,9.523000000000000,0,0.168331000000000,Ah,2,262.000000000000000
450.000000000000000,0101000020E61000000000000000002A4000000000AC421441,126,9.811000000000000,0,0.385810000000000,Ah,2,142.000000000000000
550.000000000000000,0101000020E6100000000000000080504000000000B8401441,127,9.603999999999999,0,0.489064000000000,Am,2,119.000000000000000
650.000000000000000,0101000020E610000000000000008056C000000000D03E1441,128,9.731999999999999,0,0.576020000000000,Am,2,152.000000000000000
100.000000000000000,0101000020E6100000000000000040554000000000F0541441,129,9.518000000000001,0,0.081219400000000,Am,2,415.000000000000000
170.000000000000000,0101000020E610000000000000000010C00000000048511441,130,9.720000000000001,0,0.037336900000000,W,2,474.000000000000000
860.000000000000000,0101000020E610000000000000000000000000000060361441,131,9.036000000000000,1,0.771698000000000,Ah,2,126.000000000000000
410.000000000000000,0101000020E61000000000000000C05340000000004C421441,132,9.528000000000001,0,0.336829000000000,W,2,210.000000000000000
290.000000000000000,0101000020E610000000000000004054C00000000028511441,133,9.154999999999999,0,0.228123000000000,Aa,3,220.000000000000000
680.000000000000000,0101000020E610000000000000000056C000000000B83E1441,134,10.080000000000000,0,0.597761000000000,Am,3,133.000000000000000
540.000000000000000,0101000020E61000000000000000C0514000000000F4381441,135,9.970000000000001,0,0.445580000000000,Am,3,141.000000000000000
480.000000000000000,0101000020E610000000000000008045C000000000A8371441,136,10.135999999999999,0,0.396675000000000,Am,3,158.000000000000000
720.000000000000000,0101000020E6100000000000000000474000000000F4341441,137,10.320000000000000,0,0.581478000000000,W,3,129.000000000000000
380.000000000000000,0101000020E61000000000000000804A4000000000482D1441,138,9.041000000000000,0,0.287966000000000,W,3,206.000000000000000
310.000000000000000,0101000020E610000000000000000038C000000000042D1441,139,7.860000000000000,0,0.233596000000000,W,3,451.000000000000000
430.000000000000000,0101000020E61000000000000000804C4000000000042B1441,140,8.741000000000000,0,0.364067000000000,Ah,3,296.000000000000000
370.000000000000000,0101000020E610000000000000004053C000000000F8241441,141,7.822000000000000,0,0.331454000000000,Ah,3,189.000000000000000
290.000000000000000,0101000020E610000000000000000055400000000060251441,142,7.780000000000000,0,0.211846000000000,Fw,3,154.000000000000000
150.000000000000000,0101000020E61000000000000000003EC00000000050231441,143,8.121000000000000,0,0.103029000000000,W,3,169.000000000000000
70.000000000000000,0101000020E61000000000000000804AC0000000003C211441,144,8.231000000000000,0,0.070355000000000,Bw,3,403.000000000000000
220.000000000000000,0101000020E61000000000000000003EC00000000038221441,145,8.351000000000001,0,0.146576000000000,Bw,3,471.000000000000000
80.000000000000000,0101000020E61000000000000000C0554000000000C81F1441,146,7.300000000000000,0,0.053772300000000,W,3,612.000000000000000
120.000000000000000,0101000020E610000000000000000047C00000000014201441,147,7.536000000000000,0,0.119286000000000,W,3,601.000000000000000
120.000000000000000,0101000020E610000000000000000053C00000000078211441,148,7.706000000000000,0,0.092143500000000,Ah,3,783.000000000000000
260.000000000000000,0101000020E610000000000000004056C00000000088221441,149,8.070000000000000,0,0.249863000000000,Am,3,258.000000000000000
440.000000000000000,0101000020E610000000000000004055C00000000088251441,150,8.226000000000001,0,0.374940000000000,Ah,3,214.000000000000000
540.000000000000000,0101000020E610000000000000000039C00000000018271441,151,8.128000000000000,0,0.423837000000000,Am,3,166.000000000000000
520.000000000000000,0101000020E610000000000000000018C000000000D0281441,152,8.577000000000000,0,0.423837000000000,Ah,3,496.000000000000000
350.000000000000000,0101000020E61000000000000000000840000000001C291441,153,8.429000000000000,0,0.277090000000000,Ah,3,342.000000000000000
460.000000000000000,0101000020E61000000000000000C0504000000000342A1441,154,9.406000000000001,0,0.358606000000000,W,3,162.000000000000000
40.000000000000000,0101000020E610000000000000000042400000000038271441,155,8.260999999999999,0,0.012224300000000,W,3,375.000000000000000
300.000000000000000,0101000020E610000000000000000052C0000000009C531441,500,9.073000000000000,0,0.228123000000000,Ag,1,251.000000000000000
